question_contains_api,question_score,question_favorites,question_views,question_user_rep,question_age,question_answer_count,question_user_accept_rate,question_user_is_reg,question_contains_code,question_edited,question_size,answer_score,answer_age,answer_question_time_dff,answer_user_reputation,answer_user_accept_rate,answer_user_is_reg,answer_contains_code,answer_accepted_or_edit,answer_rank,answer_size,sent_codeblock,sent_total_tokens,sent_position,sent_api_position,sent_start_islower,sent_code_char_count,sent_contains_html_tags,sent_tagged_token_percent,sent_max_cosine,sent_avg_cosine,sentence,sent_pos,isMeaningful
True,4739,0,2696520,48251,5702,66,100,True,True,True,129,3535,3058,2643,59486,0,True,True,True,1,1656,False,122,6888,112,False,61,True,3.278688525,0.7236589,0.39325446,3. Scanner (JDK) avgt 10 751 417 ± 62 026 us/op 11. InputStream.read() and StringBuilder (JDK) avgt 10 2919 350 ± 1101 942 us/op </code></pre> <p>Graphs (performance tests depending on Input Stream length in Windows 7 system)<br /> <a href= https://i.sstatic.net/AYYhz.png  rel= noreferrer ><img src= https://i.sstatic.net/AYYhz.png  alt= enter image description here  /></a></p> <p>Performance test (Average Time) depending on Input Stream length in Windows 7 system:</p> <pre class= lang-none prettyprint-override ><code> length 182 546 1092 3276 9828 29484 58968,"LS . NNP -LRB- NNP -RRB- NN CD CD SYM CD PRP , NN CD . NNP -LRB- -RRB- CC NNP -LRB- NNP -RRB- NN CD CD SYM CD PRP , NN -LRB- NN -RRB- -LRB- NN NNS -LRB- NN NNS VBG IN NN NN NN IN NNP CD NN -RRB- -LRB- NN SYM -LRB- NFP NN SYM `` ADD    NN `` NN    , NN NN SYM `` ADD    NN NFP VB NN NN RB    NN -LRB- NN NN NN -LRB- JJ NN -RRB- VBG IN NN NN NN IN NNP CD NN NFP NN -LRB- NN NN SYM `` NN HYPH NN NN HYPH NN    , NN -RRB- NN CD CD CD CD CD CD CD",no
True,121,0,66739,28560,5648,13,83,True,True,True,88,13,5648,0,89279,74,True,False,False,4,137,False,15,309,0,False,0,False,0.0,0.7935792,0.6871365,<p>Serialization adds constraints and potential problems since structure compatibility is not insured.,-LRB- NN NN VBZ NNS CC JJ NNS IN NN NN VBZ RB VBN .,yes
True,108,0,98433,48677,4138,6,72,True,True,True,235,6,705,3432,325496,58,True,True,True,3,1692,False,19,7142,0,False,10,True,15.78947368,0.7057183,0.5929405,The Jakarta EE implementation handles getting your app a <code>DataSource</code> object.,"DT NNP NNP NN VBZ VBG PRP$ NN DT -LRB- NN -RRB- NN -LRB- , NN -RRB- NN .",yes
True,613,0,424372,6215,5577,9,0,True,True,True,303,4,1707,3870,9452,92,True,True,False,6,1041,False,2,4055,0,False,0,False,0.0,0.246157,0.10524219,<p>O/P:</p>,NNP -RRB-,no
True,0,0,1072,583,3958,1,76,True,True,True,405,0,3956,1,583,76,True,True,True,1,434,False,9,13,0,False,0,False,0.0,0.69413465,0.5882348,I finally found the way to do it.,PRP RB VBD DT NN TO VB PRP .,no
True,0,0,4455,4019,4601,2,100,True,True,False,378,0,4601,0,8304,96,True,True,True,1,107,False,20,313,0,False,0,False,0.0,0.70740455,0.6508018,Also you are throwing the Malformed URL exception so you wont get an error if the URL is wrong.,RB PRP VBP VBG DT JJ NN NN IN PRP MD RB VB DT NN IN DT NN VBZ JJ .,yes
True,372,0,1174397,29019,5704,14,62,True,True,True,280,6,5704,0,7101,0,True,True,False,10,337,False,22,578,0,False,0,False,4.545454545,0.73440945,0.5895543,I use a BufferedImage to draw onto then when the paintIcon() is called  use g.drawImvge(bufferedImage);,"PRP VBP DT NN TO VB IN RB WRB DT NN -LRB- -RRB- VBZ VBN , VB NN -LRB- NN -RRB- :",no
True,1289,0,1359746,18486,5170,29,79,True,True,True,138,13,4473,697,625,0,True,True,False,8,409,False,5,0,0,False,17,True,0.0,0.46812537,0.3270883,<pre><code>import java.text.,-LRB- NN NN NN .,no
True,34,0,9152,10265,5008,3,96,True,True,True,1293,7,4696,312,726,0,True,True,False,2,371,False,14,931,0,True,0,False,7.142857143,0.7840332,0.74610394,doesn t change and therefore I create them in a static block</p>,VBZ RB VB CC RB PRP VBP PRP IN DT JJ NN SYM NN -RRB-,no
True,3620,0,1387883,39488,5696,34,73,True,True,True,112,61,4667,1028,2115,0,True,True,True,9,1309,False,17,4179,0,True,0,False,0.0,0.49454582,0.101387426,linkedList.add(insertString0); linkedList.add(insertString1); linkedList.add(insertString2); linkedList.add(insertString3);,NNP -LRB- NNP -RRB- : ADD NNP -RRB- : ADD NNP -RRB- : FW FW -RRB- :,no
True,1289,0,1359746,18486,5170,29,79,True,True,True,138,10,2957,2213,3068,59,True,True,True,10,197,False,28,852,0,False,0,False,3.571428571,0.535061,0.29521042,@Override public int compare(NewspaperClass lhs  NewspaperClass rhs) { trCollator.setStrength(Collator.PRIMARY); return trCollator.compare(lhs.name rhs.name); } } </code></pre>,"SYM VB JJ NN VB -LRB- NN NN , NNP NNS -RRB- -LRB- ADD NNP -RRB- : NN NNP , ADD -RRB- : FW : ADD NN -RRB-",no
True,0,0,1651,13,2651,1,0,True,True,False,110,0,2651,0,658,0,True,True,False,1,141,False,9,557,0,True,0,False,0.0,0.756094,0.6639268,you can just use it to set volume.,PRP MD RB VB PRP TO VB NN .,no
True,1902,0,223301,21103,4139,14,45,True,True,True,128,40,3732,406,1111,79,True,True,True,5,112,False,13,459,0,True,0,False,15.38461538,0.59755003,0.3843199,the quick browny fox jumps over a lazy dog  </code></pre>,DT JJ JJ NN VBZ IN DT JJ NN SYM NN NN -RRB-,no
True,4105,0,1853377,54328,5753,42,81,True,True,True,111,404,4245,1507,22607,100,True,True,True,3,1093,False,59,287,0,False,25,True,10.16949153,0.31524488,0.13527311,Use the <a href= https://github.com/google/guava/blob/master/guava/src/com/google/common/collect/ImmutableList.java  rel= noreferrer ><code>ImmutableList</code></a> class and its <a href= https://github.com/google/guava/blob/master/guava/src/com/google/common/collect/ImmutableList.java#L108  rel= noreferrer ><code>of()</code></a> and <a href= https://github.com/google/guava/blob/master/guava/src/com/google/common/collect/ImmutableList.java#L235  rel= noreferrer ><code>copyOf()</code></a>,"VB DT -LRB- DT NN SYM `` ADD    FW SYM `` NN    , NN NN    -RRB- NN CC PRP$ -LRB- DT NN SYM `` ADD    NN `` NN    , NNP -LRB- -RRB- , NN , NN CC -LRB- DT NN SYM `` ADD    NN `` NN    -LRB- NNP -RRB- SYM NN -RRB-",no
True,0,0,1072,583,3958,1,76,True,True,True,405,0,3956,1,583,76,True,True,True,1,434,False,34,2302,0,False,0,True,5.882352941,0.61209714,0.6020628,Check <a href= http://www.programcreek.com/2009/02/java-convert-image-to-byte-array-convert-byte-array-to-image/  rel= nofollow  title= image to byteArray >image to byte Array</a> and transpose with those Audio oriented Classes.,"VB -LRB- DT NN SYM `` ADD    FW `` NN    NN SYM `` NN IN NN    NN IN NN NN , LS -RRB- CC VB IN DT JJ VBN NNS .",no
True,4105,0,1853377,54328,5753,42,81,True,True,True,111,49,3818,1934,6948,79,True,True,True,10,392,False,7,1019,0,False,0,False,0.0,0.5306075,0.30181694,Are you sure you want that ?,VBP PRP JJ PRP VBP DT .,no
True,613,0,424372,6215,5577,9,0,True,True,True,303,8,2253,3324,81,0,True,True,True,4,181,False,18,84,0,False,0,False,0.0,0.35415345,0.3163638,The important points about Java LinkedHashMap class are:</p> <ol> <li><p>,DT JJ NNS IN NNP NNP NN VBP NN -RRB- -LRB- NN -RRB- -LRB- NNP -RRB- -LRB- NN,no
True,4105,0,1853377,54328,5753,42,81,True,True,True,111,49,3818,1934,6948,79,True,True,True,10,392,False,22,95,0,False,0,True,18.18181818,0.42210352,0.2657846,<p>you <strong>may</strong> create <strong>and fill</strong> two lists !,"-LRB- NN PRP -LRB- JJ -RRB- -LRB- , JJ -RRB- VB -LRB- JJ -RRB- CC VB SYM JJ -RRB- CD NNS .",yes
True,3620,0,1387883,39488,5696,34,73,True,True,True,112,3869,5696,0,15244,100,True,True,True,1,1832,False,27,6856,0,False,0,False,11.11111111,0.88840187,0.78825426,If the data structures perspective is used to understand the two structures  a LinkedList is basically a sequential data structure which contains a head Node.,"IN DT NNS NNS NN VBZ VBN TO VB DT CD NNS , DT NN VBZ RB DT JJ NN NN WDT VBZ DT NN NN .",yes
True,3620,0,1387883,39488,5696,34,73,True,True,True,112,3869,5696,0,15244,100,True,True,True,1,1832,False,11,4876,0,False,0,False,0.0,0.87343186,0.7758101,Iterating over either kind of List is practically equally cheap.,VBG IN DT NN IN NN VBZ RB RB JJ .,yes
True,294,0,131128,0,5538,12,0,False,True,True,43,283,5538,0,401784,91,True,True,True,1,367,False,36,901,0,False,0,False,2.777777778,0.8923701,0.7672408,<p>In recent versions of Java (1.3 onwards  certainly) the performance of reflection is vastly better than it used to be  and so this is much less of a problem.,"-LRB- NN IN JJ NNS IN NNP -LRB- CD NNS , RB -RRB- DT NN IN NN VBZ RB JJR IN PRP VBD TO VB , CC RB DT VBZ RB JJR IN DT NN .",yes
True,2,0,1021,23,4412,2,0,True,False,False,87,3,4412,0,687195,100,True,False,True,1,79,False,21,252,0,False,0,False,0.0,0.87418294,0.72770673,<p>Desktop apps are usually single-user applications  where you just need one connection to the database.,"-LRB- NN NN NNS VBP RB JJ HYPH NN NNS , WRB PRP RB VBP CD NN IN DT NN .",yes
True,294,0,131128,0,5538,12,0,False,True,True,43,9,2358,3180,9452,92,True,True,False,5,1650,False,29,3028,0,False,0,False,0.0,0.9356421,0.77845275,<p>For Externalizable objects  only the identity of the class of the object is saved by the container; the class must save and restore the contents.,"NN IN JJ NNS , RB DT NN IN DT NN IN DT NN VBZ VBN IN DT NN : DT NN MD VB CC VB DT NNS .",yes
True,121,0,66739,28560,5648,13,83,True,True,True,88,1,5648,0,1046,0,True,False,True,8,102,False,26,408,0,False,0,False,0.0,0.82473236,0.6892169,<p>Uniqueness  references to  real  resources  timers and lots of other types of artifacts are NOT candidates for serialization.</p>,"-LRB- NN NN , NNS IN `` JJ    NNS , NNS CC NNS IN JJ NNS IN NNS VBP RB NNS IN NN . -RRB-",yes
True,1,0,2408,412,2671,2,100,True,True,True,102,5,2662,8,33876,0,True,False,True,1,338,False,58,926,0,False,0,False,5.172413793,0.8371079,0.8371079,The code source (or signers) is dynamically matched against the current security policy to determine if additional permissions should be granted (for example   classes loaded from this specific JAR can read files from this specific directory) if the class loader creates a protection domain that allows a dynamic security policy.</p>,"DT NN NN -LRB- CC NNS -RRB- VBZ RB VBN IN DT JJ NN NN TO VB IN JJ NNS MD VB VBN -LRB- IN NN , `` NNS VBN IN DT JJ NN MD VB NNS IN DT JJ NN -RRB- IN DT NN NN VBZ DT NN NN WDT VBZ DT JJ NN NN . NN",yes
True,294,0,131128,0,5538,12,0,False,True,True,43,25,3007,2530,38542,98,True,True,True,3,258,False,31,726,0,False,0,False,0.0,0.77717155,0.6666242,Incompatible changes to classes are those changes for which the guarantee of interoperability cannot be maintained like Deleting fields etc.</p> </blockquote> <ol start= 4 >,JJ NNS IN NNS VBP DT NNS IN WDT DT NN IN NN MD RB VB VBN IN NN NNS NN NFP SYM -RRB- -LRB- NN NN SYM `` CD    -RRB-,yes
True,1902,0,223301,21103,4139,14,45,True,True,True,128,24,3923,215,14049,53,True,True,False,7,502,False,38,925,0,False,0,False,0.0,0.8644175,0.47088206,@Override public Long call() throws Exception { final long LIMIT = Long.MAX_VALUE - this.step; final Random random = new Random(); int position  rnd; long seed = this.start;,"SYM VB JJ JJ NN -LRB- -RRB- VBZ NN : JJ JJ NN SYM NNP HYPH NNP : JJ JJ JJ SYM JJ NN -LRB- -RRB- : JJ NN , NN : JJ NN SYM DT NN :",no
True,4105,0,1853377,54328,5753,42,81,True,True,True,111,1008,5753,0,69793,70,True,True,True,2,202,False,9,125,0,False,0,False,0.0,0.6010159,0.42364487,<p>The simplest answer is to do:</p>,`` DT JJS NN VBZ TO VB RB -RRB-,no
True,108,0,98433,48677,4138,6,72,True,True,True,235,6,705,3432,325496,58,True,True,True,3,1692,False,6,6845,0,False,0,True,16.66666667,0.38533375,0.212849,You should <em>not</em>,PRP MD -LRB- NNP PRP -RRB-,yes
True,3620,0,1387883,39488,5696,34,73,True,True,True,112,58,4090,1605,2886,80,True,True,True,10,665,False,13,885,0,False,0,False,0.0,0.43105507,0.2284909,</ul></li> <li>add(int index  E element),"GW NN -RRB- -LRB- SYM VB -LRB- NN NN , NN NN -RRB-",no
True,4105,0,1853377,54328,5753,42,81,True,True,True,111,49,3818,1934,6948,79,True,True,True,10,392,False,24,917,0,False,0,True,8.333333333,0.6674895,0.57253355,<p>The dangerous side is that <strong>if you change the initial array  you change the List !</strong>,"LS -RRB- DT JJ NN VBZ DT -LRB- JJ -RRB- IN PRP VBP DT JJ NN , PRP VBP DT NN . JJ -RRB-",yes
True,108,0,98433,48677,4138,6,72,True,True,True,235,6,705,3432,325496,58,True,True,True,3,1692,False,31,3155,0,False,0,True,6.451612903,0.8592272,0.6998023,The principal way to externalize that info is to place the info within a <a href= https://en.wikipedia.org/wiki/Directory_service  rel= noreferrer >directory server</a>.,DT JJ NN TO VB DT NN VBZ TO VB DT NN IN DT -LRB- DT NN SYM `` ADD    NN SYM `` NN    -RRB- NN NN -RRB- NFP,yes
True,294,0,131128,0,5538,12,0,False,True,True,43,283,5538,0,401784,91,True,True,True,1,367,False,40,603,0,False,25,True,7.5,0.70910555,0.59992725,Serializable</code> but with custom-written mechanisms to perform the marshalling and unmarshalling functions (you need to implement <code>readExternal</code> and <code>writeExternal</code> methods on your class).,"JJ SYM NN -RRB- CC IN JJ HYPH VBN NNS TO VB DT JJ CC JJ NNS -LRB- PRP VBP TO VB -LRB- NN -LRB- , NN -RRB- CC -LRB- NN NFP NN -RRB- NNS IN PRP$ NN -RRB- .",no
True,294,0,131128,0,5538,12,0,False,True,True,43,2,2456,3082,614,0,True,True,True,9,418,False,36,748,0,False,0,False,0.0,0.5979204,0.119691394,@Override public void readExternal(ObjectInput in) throws IOException  ClassNotFoundException { this.key = in.readUTF(); this.value = in.readUTF(); this.emp = (Employee) in.readObject(); },"NFP VB JJ NN NN -LRB- NNP RB -RRB- VBZ NN , NNP -LRB- NNP SYM NNP -LRB- -RRB- : NN SYM NN -LRB- -RRB- : NN SYM -LRB- NN -RRB- NN -LRB- -RRB- : SYM",no
True,294,0,131128,0,5538,12,0,False,True,True,43,283,5538,0,401784,91,True,True,True,1,367,False,35,311,0,False,0,False,5.714285714,0.84904075,0.72040284,<p>In earlier version of Java  reflection was very slow  and so serializaing large object graphs (e.g. in client-server RMI applications) was a bit of a performance problem.,"NN IN JJR NN IN NNP , NN VBD RB JJ , CC RB VBG JJ NN NNS -LRB- FW IN NN HYPH NN NN NNS -RRB- VBD DT NN IN DT NN NN .",yes
True,1902,0,223301,21103,4139,14,45,True,True,True,128,24,3923,215,14049,53,True,True,False,7,502,False,13,1616,0,True,0,False,0.0,0.7422464,0.42997777,throw new Exception( No match found ); } },VB JJ NN -LRB- `` DT NN VBN    -RRB- : SYM -RRB-,no
True,294,0,131128,0,5538,12,0,False,True,True,43,9,2358,3180,9452,92,True,True,False,5,1650,False,81,4506,0,False,359,True,3.703703704,0.6458125,0.16461028,<pre class= lang-java prettyprint-override ><code>@Override public void writeExternal(ObjectOutput out) throws IOException { out.writeInt( id ); out.writeUTF( role ); out.writeObject(address); } @Override public void readExternal(ObjectInput in) throws IOException  ClassNotFoundException { this.id = in.readInt(); this.address = (Address) in.readObject(); this.role = in.readUTF(); } </code></pre>,"-LRB- NN NN SYM `` FW HYPH FW FW HYPH NN    -RRB- -LRB- NN SYM VB JJ NN NN -LRB- NNP RB -RRB- VBZ NN -LRB- NN NN -RRB- : NN -LRB- NN -RRB- : NN -LRB- NN -RRB- : NN IN NN JJ NN NN -LRB- NN NN -RRB- VBZ NN , NNP -LRB- ADD SYM ADD -RRB- : DT NN SYM -LRB- NN -RRB- NN -LRB- -RRB- : NN SYM NN -LRB- -RRB- : NFP ADD NN -RRB-",no
True,121,0,66739,28560,5648,13,83,True,True,True,88,9,5648,0,344761,83,True,False,False,5,136,False,36,0,0,False,0,False,11.11111111,0.87911487,0.74390775,<p>For some classes  especially those that represent something more physical like a File  a Socket  a Thread  or a DB connection  it makes absolutely no sense to serialize instances.,"NN IN DT NNS , RB DT WDT VBP NN RBR JJ IN DT NN , DT NN , DT NN , CC DT NN NN , PRP VBZ RB DT NN TO VB NNS .",yes
True,108,0,98433,48677,4138,6,72,True,True,True,235,6,705,3432,325496,58,True,True,True,3,1692,False,15,4722,0,False,0,False,0.0,0.8205086,0.6592488,At deployment time  the DBAs/SysAdmins may initially deploy with non-pooled connections.,"IN NN NN , DT NNS , NNPS MD RB VB IN JJ NNS .",yes
True,1,0,229,5295,3550,1,74,True,True,True,138,2,3550,0,2796,70,True,True,False,1,68,False,14,0,0,False,0,False,0.0,0.7412532,0.6590158,<p>In the second instance  you provide the same value twice.,"LS -RRB- IN DT JJ NN , PRP VBP DT JJ NN RB .",no
True,3620,0,1387883,39488,5696,34,73,True,True,True,112,315,5696,0,146990,100,True,True,True,3,193,False,6,0,9,False,9,True,33.33333333,0.24182968,0.067321554,<p><code>ArrayList</code>,NN NN -RRB- NN NN -RRB-,no
True,3620,0,1387883,39488,5696,34,73,True,True,True,112,161,4930,765,3944,0,True,False,True,5,519,False,8,80,0,False,0,False,0.0,0.33480564,0.111595415,Original answer (2011)</strong></p> <p>,JJ NN -LRB- CD -RRB- NN NN -RRB-,no
True,4105,0,1853377,54328,5753,42,81,True,True,True,111,114,2997,2755,47475,100,True,True,True,7,294,False,46,328,0,False,82,True,4.347826087,0.52758527,0.2964798,Something like the following:</p> <pre><code>List&lt;Element&gt; elements = List.of(new Element(1)  new Element(2)  new Element(3)); </code></pre> <p>,"NN IN DT VBG : -LRB- NN -RRB- -LRB- NN -LRB- NN NN : NN : NNS SYM NN -LRB- JJ NN -LRB- CD -RRB- , JJ NN -LRB- CD -RRB- , JJ NN -LRB- CD -RRB- -RRB- : -LRB- NN NN -RRB- -LRB- NN -RRB-",yes
True,3620,0,1387883,39488,5696,34,73,True,True,True,112,193,5198,497,3840,20,True,True,True,4,121,False,6,0,0,False,0,True,33.33333333,0.25398737,0.086816765,<pre><code>,-LRB- NN -RRB- -LRB- NN -RRB-,no
True,1902,0,223301,21103,4139,14,45,True,True,True,128,261,4138,1,3443,0,True,True,True,3,490,False,33,997,0,False,0,False,0.0,0.78823054,0.18890426,I(ω) := I(ω ) =  ω   * log₂(27) = ( ω  + 1) * log₂(27)</p> </blockquote> <p>,-LRB- LS -RRB- SYM -LRB- NN    -RRB- SYM NFP NFP NN -LRB- CD -RRB- SYM -LRB- NN SYM CD -RRB- NFP NN -LRB- CD -RRB- -RRB- -LRB- NN -RRB- -LRB- NN -RRB-,no
True,3,0,1721,63,4074,2,0,True,True,False,195,3,4074,0,15110,64,True,True,True,1,147,False,11,407,0,False,0,False,9.090909091,0.8534051,0.7899144,The Java platform uses a delegation model for loading classes.,DT NNP NN VBZ DT NN NN IN NN NNS .,yes
True,3620,0,1387883,39488,5696,34,73,True,True,True,112,161,4930,765,3944,0,True,False,True,5,519,False,26,1685,0,False,0,False,0.0,0.8865477,0.76256853,The copying overhead when the array grows past the bounds is likely inconsequential by comparison (and can be done by efficient CPU operations).,DT NN NN WRB DT NN VBZ IN DT NNS VBZ RB JJ IN NN -LRB- CC MD VB VBN IN JJ NN NNS -RRB- .,yes
True,1289,0,1359746,18486,5170,29,79,True,True,True,138,39,3764,1406,326382,94,True,True,False,6,40,False,18,130,0,False,0,False,5.555555556,0.4496106,0.1675687,Collections.sort(list  comparing(MyObject::getStartDate)); </code></pre>,"NNS . NN NN , VBG -LRB- NN : : NNP -RRB- -RRB- : NFP ADD NN -RRB-",no
True,34,0,9152,10265,5008,3,96,True,True,True,1293,8,5004,3,24207,60,True,True,True,1,105,False,22,452,0,False,0,False,0.0,0.8291556,0.76085246,Basically the thread that is being referenced in AccessControlContext does not have permissions to do what you think it does.</p>,RB DT NN WDT VBZ VBG VBN IN NNP VBZ RB VB NNS TO VB WP PRP VBP PRP VBZ . NN,yes
True,3620,0,1387883,39488,5696,34,73,True,True,True,112,3869,5696,0,15244,100,True,True,True,1,1832,False,27,4365,0,False,0,False,0.0,0.9158832,0.78007644,But adding or removing from anywhere but the end requires shifting all the latter elements over  either to make an opening or fill the gap.,"CC VBG CC VBG IN RB CC DT NN VBZ VBG PDT DT JJ NNS RB , CC TO VB DT NN CC VB DT NN .",yes
True,3620,0,1387883,39488,5696,34,73,True,True,True,112,3869,5696,0,15244,100,True,True,True,1,1832,False,15,5904,0,False,10,True,13.33333333,0.5960208,0.46798977,Note that <code>ArrayDeque</code> may be a good alternative to <code> LinkedList</code> for adding and removing from the head  but it is not a <code>List</code>.,"VB IN -LRB- NN , NN -RRB- MD VB DT JJ NN IN -LRB- NN NN -LRB- , NN -RRB- IN VBG CC VBG IN DT NN , CC PRP VBZ RB DT -LRB- NN -RRB- NN NN -RRB-",yes
True,34,0,9152,10265,5008,3,96,True,True,True,1293,7,4696,312,726,0,True,True,False,2,371,False,35,1784,0,False,0,False,0.0,0.8393023,0.7906961,You will run into additional problems if you want to run UnitTests through the Maven Surefire plugin  or run on different platforms  like Linux/Windows  since the behavior can vary :-(.,"PRP MD VB IN JJ NNS IN PRP VBP TO VB NNPS IN DT NNP NNP NN , CC VB IN JJ NNS , IN NNP , NNP , IN DT NN MD VB .",yes
True,613,0,424372,6215,5577,9,0,True,True,True,303,4,1707,3870,9452,92,True,True,False,6,1041,False,27,279,0,False,4,True,3.703703704,0.368775,0.30451876,<ul> <li>Insertion order is maintained  by using LinkedHashMap internally.</li> <li>Keys with <code>null</code>,"-LRB- NN -RRB- -LRB- NFP NN NN VBZ VBN , IN VBG NNP RB , NNP -RRB- -LRB- SYM NNS IN -LRB- NN -LRB- , NN -RRB-",yes
True,4105,0,1853377,54328,5753,42,81,True,True,True,111,404,4245,1507,22607,100,True,True,True,3,1093,False,40,0,0,False,0,True,7.5,0.5677687,0.44717303,<p><em><sup>(old thread  but just 2 cents as none mention Guava or other libs and some other details)</sup></em></p> <h1>If You Can  Use Guava</h1> <p>,"NN NNS -RRB- -LRB- NN -RRB- -LRB- JJ NN , CC RB CD NNS IN NN VBP NN CC JJ NNS CC DT JJ NNS -RRB- SYM ADD -LRB- NN PRP MD , VB NN NN -RRB- -LRB- NN -RRB-",no
True,4105,0,1853377,54328,5753,42,81,True,True,True,111,49,3818,1934,6948,79,True,True,True,10,392,False,27,168,0,False,8,True,11.11111111,0.73998517,0.53370875,Filling twice a big list is exactly what you don t want to do because it will create another <code>Object[]</code> array each time the capacity needs to be extended.</p>,VBG RB DT JJ NN VBZ RB WP PRP VBP RB VB TO VB IN PRP MD VB DT -LRB- NN -RRB- NN -LRB- -RRB- SYM NN -RRB-,yes
True,3620,0,1387883,39488,5696,34,73,True,True,True,112,3869,5696,0,15244,100,True,True,True,1,1832,False,19,2452,0,False,0,True,5.263157895,0.53719366,0.3747645,Note: Many of the operations need <em>n/4</em> steps on average  <em>constant</em>,"NN : JJ IN DT NNS VBP -LRB- NN -RRB- NNS IN NN , -LRB- NN SYM PRP -RRB-",no
True,108,0,98433,48677,4138,6,72,True,True,True,235,80,4138,0,17493,0,True,True,True,1,237,False,7,50,6,False,13,True,28.57142857,0.36740246,0.21317972,<code>DriverManager</code>,-LRB- NN -RRB- NN NFP NN -RRB-,no
True,3620,0,1387883,39488,5696,34,73,True,True,True,112,3869,5696,0,15244,100,True,True,True,1,1832,False,54,157,43,False,9,True,5.555555556,0.6079228,0.47101703,If you re not sure — just start with <code>ArrayList</code>.</p> <hr /> <p>TLDR  in <code>ArrayList</code> accessing an element takes constant time [O(1)] and adding an element takes O(n) time [worst case].,"IN PRP VBP RB JJ : RB VB IN -LRB- NN NN NN -RRB- -LRB- NN SYM -LRB- NN , IN -LRB- NN -RRB- NN -LRB- , NN -RRB- VBG DT NN VBZ JJ NN -LRB- NN -LRB- CD -RRB- -RRB- CC VBG DT NN VBZ NN NN -RRB- NN -LRB- JJS NN -RRB- .",no
True,108,0,98433,48677,4138,6,72,True,True,True,235,6,705,3432,325496,58,True,True,True,3,1692,False,15,8200,0,False,10,True,20.0,0.65292096,0.4945299,Your app code then closes the resulting <code>Connection</code>,"PRP$ NN NN RB VBZ DT NN -LRB- NN -RRB- NN -LRB- , NN -RRB-",no
True,294,0,131128,0,5538,12,0,False,True,True,43,9,2358,3180,9452,92,True,True,False,5,1650,False,23,4943,0,False,12,True,13.04347826,0.6357551,0.53380686,The instance fields of the class which written <em>(exposed)</em> to <code>ObjectOutput</code>,"DT NN NNS IN DT NN WDT VBD -LRB- PRP -RRB- -LRB- VBN -RRB- SYM PRP -RRB- IN -LRB- NN , NN -RRB-",no
True,121,0,66739,28560,5648,13,83,True,True,True,88,124,5648,0,108341,40,True,False,True,1,197,False,28,43,0,False,0,False,3.571428571,0.9221982,0.771132,Automatic serialization support of this form makes the class internals part of the public API (which is why javadoc gives you the <a href= ,JJ NN NN IN DT NN VBZ DT NN NNS NN IN DT JJ NN -LRB- WDT VBZ WRB NN VBZ PRP DT -LRB- DT NN SYM   ,no
True,3620,0,1387883,39488,5696,34,73,True,True,True,112,3869,5696,0,15244,100,True,True,True,1,1832,False,68,364,155,False,23,True,11.76470588,0.59666467,0.42837816,In <code>LinkedList</code> inserting an element takes O(n) time and accessing also takes O(n) time but <code>LinkedList</code> uses more memory than <code>ArrayList</code>.</p> <p><code>LinkedList</code> and <code>ArrayList</code> are two different implementations of the <code>List</code> interface.,"IN -LRB- NN -RRB- NN -LRB- , NN -RRB- VBG DT NN VBZ NN -RRB- NN CC NN RB VBZ NN NN -RRB- NN CC -LRB- NN NN -LRB- , NN -RRB- VBZ JJR NN IN -LRB- NN NN NFP -LRB- NN -RRB- CC -LRB- NN -RRB- NN -LRB- , NN -RRB- VBP CD JJ NNS IN DT -LRB- NN -RRB- NN -LRB- , NN -RRB- NN .",yes
True,3620,0,1387883,39488,5696,34,73,True,True,True,112,61,4667,1028,2115,0,True,True,True,9,1309,False,9,782,0,True,0,False,11.11111111,0.3605211,0.10383741,contains (Search) 186 15 704 189 64 981 </code></pre>,VBZ -LRB- NN -RRB- CD CD -LRB- NN -RRB-,no
True,294,0,131128,0,5538,12,0,False,True,True,43,41,4122,1416,14190,62,True,True,True,2,733,False,4,4084,0,False,0,False,0.0,0.6337938,0.45858166,Hope it helps.,VBP PRP VBZ .,no
True,4739,0,2696520,48251,5702,66,100,True,True,True,129,3535,3058,2643,59486,0,True,True,True,1,1656,False,9,7517,0,True,0,False,0.0,0.20621999,0.12132729,test8 0.38 0.938 1.868 4.448 13.412 36.459 72.708 test4,NN CD CD CD CD CD CD CD NN,no
True,1,0,2408,412,2671,2,100,True,True,True,102,5,2662,8,33876,0,True,False,True,1,338,False,17,0,0,False,0,False,0.0,0.58893675,0.58893675,<p>The Java security model is based on classes having specific permissions.</p>,-LRB- NN -RRB- DT NNP NN NN VBZ VBN IN NNS VBG JJ NNS -LRB- NN -RRB-,yes
True,108,0,98433,48677,4138,6,72,True,True,True,235,6,705,3432,325496,58,True,True,True,3,1692,False,21,3566,0,False,0,False,9.523809524,0.91688365,0.73095375,Java provides a facility for your Java-based app to interact with a directory service through the standardized interface.,NNP VBZ DT NN IN PRP$ NNP HYPH VBN NN TO VB IN DT NN NN IN DT VBN NN .,yes
True,1289,0,1359746,18486,5170,29,79,True,True,True,138,10,2957,2213,3068,59,True,True,True,10,197,False,2,347,0,False,0,True,0.0,0.29431254,0.13524899,<p><strong>Sort</strong></p>,GW ADD,no
